code,Category,Name,"Long Description","Cost Per Unit",Quantity,"Unit of measure","Total Cost",RETAIL,WHOLESALE,REGULAR,"Vat Status",Availability
4806524342178,"Injoy Sauce","Injoy Sauce Chicken Gravy (500gx50)","Injoy Sauce Chicken Gravy (500g)",115,61,each,7015,190,0,0,yes,Available
4806524342765,"Injoy Sauce","Injoy Sauce Satti Powder (1kgx25)","Injoy Sauce Satti Powder (1kg)",336,4,each,1344,365,0,0,yes,Available
4806524340198,"Injoy Scramble","Injoy Scramble Buco Pandan (1kgx25)","Injoy Scramble Buco Pandan (1kg)",160,135,each,21600,205,0,0,yes,Available
4806524340150,"Injoy Scramble","Injoy Scramble Chocolate (1kgx25)","Injoy Scramble Chocolate (1kg)",200,141,each,28200,245,0,0,yes,Available
4806524340112,"Injoy Scramble","Injoy Scramble Classic (1kgx25)","Injoy Scramble Classic (1kg)",160,10,each,1600,205,0,0,yes,Available
4806524340211,"Injoy Scramble","Injoy Scramble Mango (1kgx25)","Injoy Scramble Mango (1kg)",153.90243902439,0,each,0,205,0,0,yes,Available
4806524340143,"Injoy Scramble","Injoy Scramble Melon (1kgx25)","Injoy Scramble Melon (1kg)",160,149,each,23840,205,0,0,yes,Available
4806524340136,"Injoy Scramble","Injoy Scramble Ube (1kgx25)","Injoy Scramble Ube (1kg)",160,96,each,15360,205,0,0,yes,Available
4806524342987,"Injoy Soft Serve","Injoy Softserve Dark Chocolate (1kgx25)","Injoy Softserve Ice Cream Dark Chocolate (1kg)",160,0,each,0,200,0,0,yes,Available
4806524342147,"Injoy Soft Serve","Injoy Softserve Swiss Chocolate (1kgx25)","Injoy Softserve Ice Cream Swiss Chocolate (1kg)",180,316,kilogram,56880,220,0,0,yes,Available
4806524340617,"Injoy Soft Serve","Injoy Softserve Ube Mc (1kgx25)","Injoy Softserve Ice Cream Ube Macapuno (1kg)",160,0,each,0,200,0,0,yes,Available
4806524340648,"Injoy Soft Serve","Injoy Softserve Vanilla White (1kgx25)","Injoy Softserve Ice Cream Vanilla White (1kg)",160,6,kilogram,960,200,0,0,yes,Available
4806524344127,"Injoy Syrups","Injoy Sugar Syrup (5kgx6gal)","Injoy Sugar Syrup (5kg)",442.14285714286,0,gallon,0,510,0,0,yes,Available
4806524343892,"Injoy Syrups","Injoy Syrup Mango Pouch (1kgx25)","Injoy Syrup Mango Pouch (1kg)",140,0,each,0,176,0,0,yes,Available
4806524342482,"Injoy Syrups","Injoy Syrups Caramel in Pouch  (1kgx25)","Injoy Syrups Caramel in Pouch (1kg)",110,161,each,17710,140,0,0,yes,Available
4806524343847,"Injoy Syrups","Injoy Syrups Caramelized Sugar (750gx24)","Injoy Syrups Caramelized Sugar (750g)",110,140,each,15400,155,0,0,yes,Available
4806524341232,"Injoy Syrups","Injoy Syrups Chocolate (750 mlx24)","Injoy Syrups Chocolate (750 ml)",140,286,each,40040,175,0,0,yes,Available
4806524342581,"Injoy Syrups","Injoy Syrups Chocolate Fondue (1kgx25)","Injoy Syrups Chocolate Fondue (1kg)",220,65,each,14300,265,0,0,yes,Available
4806524341256,"Injoy Syrups","Injoy Syrups Strawberry (750 mlx24)","Injoy Syrups Strawberry (750 ml)",90.007294942283,212,each,19081.546527764,135,0,0,yes,Available
80938026,OTHERS,"Injoy T - Shirt (2XL)","Injoy T - Shirt (2XL)",0,28,piece,0,0,0,0,yes,Available
57722276,OTHERS,"Injoy T - Shirt (Asst Sizes)","Injoy T - Shirt (Asst Sizes)",0,81,piece,0,0,0,0,yes,Available
13641566,OTHERS,"Injoy T - Shirt (L)","Injoy T - Shirt (L)",0,169,piece,0,0,0,0,yes,Available
4806524343885,"Injoy Milk Tea","Injoy Tapioca Pearl (1kgx20)","Injoy Tapioca Pearl (1kg)",70.000433322485,1150,each,80500.498320858,105,0,0,yes,Available
4806524343717,"Injoy Vendo","Injoy Vendo  3 in 1 (500gx50)","Injoy Vendo  3 in 1 (500g)",80,1216,pack,97280,110,0,0,yes,Available
4806524342437,"Injoy Vendo","Injoy Vendo Beef Bulalo (500gx50)","Injoy Vendo Beef Bulalo (500g)",80,68,each,5440,110,0,0,yes,Available
4806524343724,"Injoy Vendo","Injoy Vendo Cappuccino (500gx50)","Injoy Vendo Cappuccino (500g)",80,523,each,41840,110,0,0,yes,Available
4806524343786,"Injoy Vendo","Injoy Vendo Caramel Macchiato (500gx50)","Injoy Vendo Caramel Macchiato (500g)",80,885,each,70800,110,0,0,yes,Available
4806524342369,"Injoy Vendo","Injoy Vendo Chicken Soup (500 gramsx50)","Injoy Vendo Chicken Soup (500g)",80,78,each,6240,110,0,0,yes,Available
4806524343700,"Injoy Vendo","Injoy Vendo Milk Chocolate (500gx50)","Injoy Vendo Milk Chocolate (500g)",110,1138,each,125180,140,0,0,yes,Available
4806524343731,"Injoy Vendo","Injoy Vendo White Coffee (500gx50)","Injoy Vendo White Coffee (500g)",80,1195,each,95600,110,0,0,yes,Available
4806524344325,"Injoy Flavorings","Injoy Wasabi Sauce Powder Mixes (250g)","Injoy Wasabi Sauce Powder Mixes (250g)",75,0,piece,0,105,0,0,yes,Available
4806524341690,"Injoy Products","Injoy Whipped Cream Fun Frappe (500gx50)","Injoy Whipped Cream Fun Frappe (500g)",194,158,each,30652,240,0,0,yes,Available
56106749,"Injoy Juices","Intense Sugar 10x SRP","Intense Sugar 10x SRP",26,-1041,piece,0,45,0,0,yes,Available
19979878,"Coffee Beans","Italian Espresso Blend (1kg)","Italian Espresso Blend (1kg)",360,0,piece,0,750,0,0,yes,Available
121218724,Tissue,"Jade Pre-Cut Tissue (2000pcs)","Jade Pre-Cut Tissue (2000pcs)",83.651089484141,58,each,4851.7631900802,98,0,0,yes,Available
111222,"Milk Tea Equipments/Supplies","Jambolita Syrup Container Big (900ml)","Jambolita Syrup Container (900ml)",65,-35,piece,0,85,0,0,yes,Available
122233,"Milk Tea Equipments/Supplies","Jambolita Syrup Container Small (600ml)","Jambolita Syrup Container (600ml)",58.048780487805,33,piece,1915.6097560976,70,0,0,yes,Available
928901736,"Plastic Cups/Lids","JB- BNW Milk Tea Cups 350ml (100pcs)","JB- BNW Milk Tea Cups 350ml (100pcs)",187,,each,0,197,0,0,yes,Available
868493200,"Paper Cups","JB-Plain Cups 120cc","JB-Plain Cups 120cc",0,0,each,0,0,0,0,yes,Available
5823961,"Jc Juice","JC - Blue Raspberry (360g)","JC - Blue Raspberry (360g)",0,,each,0,0,0,0,no,Available
287502859,"Jc Juice","JC - Four Seasons (360grams)","JC - Four Seasons (360grams)",0,,each,0,0,0,0,no,Available
900986888,"Jc Juice","JC - Guava (360 g)","JC - Guava (360 g)",0,,each,0,0,0,0,no,Available
651359859,"Jc Juice","JC - Guyabano (360g)","JC - Guyabano (360g)",0,,each,0,0,0,0,no,Available
287864346,"Jc Juice","JC - Red Iced Tea (360 grams)","JC - Red Iced Tea (360 grams)",0,,each,0,0,0,0,no,Available
1261831494,"Jc Juice","JC- Dalandan  (25g)","JC- Dalandan  (25g)",0,,each,0,0,0,0,no,Available
799931119,"Jc Juice","JC- Four Seasons (25g)","JC- Four Seasons (25g)",0,,each,0,0,0,0,no,Available
1234719950,"Jc Juice","JC- Guyabano  (25g)","JC- Guyabano  (25g)",0,,each,0,0,0,0,no,Available
1245243245,"Jc Juice","JC- Red Iced Tea (25g)","JC- Red Iced Tea (25g)",0,,each,0,0,0,0,no,Available
4806516763639,"Baking Supply","Jersey All Purpose Cream 250ml","Jersey All Purpose Cream 250ml",49.47,7,each,346.29,56,0,0,yes,Available
4806516762441,"Baking Supply","Jersey Condensed Buco Pandan 390g","Jersey Condensed Buco Pandan 390g",51.5,31,each,1596.5,60,0,0,yes,Available
4806516762427,Stocks,"Jersey Condensed Chocolate 390g","Jersey Condensed Chocolate 390g",51.5,7,each,360.5,55,0,0,yes,Available
4806516762403,"Baking Supply","Jersey Condensed Mango 390g","Jersey Condensed Mango 390g",51.5,8,each,412,60,0,0,yes,Available
4806516761888,Stocks,"Jersey Condensed Milk 390g","Jersey Condensed Milk 390g",40.062498887057,162,each,6490.1248197032,45,0,0,yes,Available
9555513203017,"Baking Supply","Jersey Evaporated Cream 370ml","Jersey Evaporated Cream 370ml",19.98604,0,each,0,24,0,0,yes,Available
27295953,Stocks,"Jersey Full Cream Milk 1L","Jersey Full Cream Milk 1L",79.965090909091,-1,piece,0,100,0,0,yes,Available
4806516762632,"Baking Supply","Jersey Ube Condensed 390g","Jersey Ube Condensed 390g",51.499895942872,57,piece,2935.4940687437,60,0,0,yes,Available
41135754,Stocks,"Juan Barista 3in1 Coffee (1kgx25kg)","Juan Barista 3in1 Coffee Powder (1kg)",152,1,piece,152,215,0,0,yes,Available
651761511,Stocks,"Juan Barista Brown &amp; Creamy (1kgx25kg)","Juan Barista Brown &amp; Creamy Coffee Powder (1kg)",157,0,each,0,215,0,0,yes,Available
38542992,Stocks,"Juan Barista Cappuccino (1kgx25kg)","Juan Barista Cappuccino Coffee Powder (1kg)",167,-2,piece,0,220,0,0,yes,Available
05182985,Stocks,"Juan Barista Caramel Macchiato (1kgx25kg)","Juan Barista Caramel Macchiato Coffee Powder (1kg)",157,0,piece,0,215,0,0,yes,Available
83647062,Stocks,"Juan Barista Italian Chocolate (1kgx25kg)","Juan Barista Italian Chocolate Coffee Powder (1kg)",167,1,each,167,225,0,0,yes,Available
27936092,Stocks,"Juan Barista Milk Choco Hazelnut (1kgx25kg)","Juan Barista Milk Choco Hazelnut Coffee Powder (1kg)",167,6,piece,1002,220,0,0,yes,Available
11291664,"Injoy Vendo","Juan Barista Milk Hot Chocolate (1kgx25kg)","Juan Barista Milk Hot Chocolate Coffee Powder (1kg)",167,34,piece,5678,230,0,0,yes,Available
388474010,Stocks,"Juan Barista White Coffee (1kgx25kg)","Juan Barista White Coffee Powder (1kg)",157,5,piece,785,215,0,0,yes,Available
11503187,Machines,"Juice Dispenser 12L (3tab)","Juice Dispenser 12L (3tab)",19000,0,piece,0,30000,0,0,yes,Available
1098117935,Equipment,"Juice Dispenser 2-Tabs ( 12L )","Juice Dispenser 2-Tabs ( 12L )",14500,0,each,0,22000,0,0,yes,Available
818326803,Equipment,"Juice Dispenser 3-Tabs ( 10L )","Juice Dispenser 3-Tabs ( 10L )",17500,0,each,0,24500,0,0,yes,Available
833710094,"Juice Dispenser Parts","Juice Dispenser Gasket ","Juice Dispenser Gasket ",550,6,each,3300,850,0,0,yes,Available
00426114,"Juice Dispenser Parts","Juice Dispenser Spiral Motor","Juice Dispenser Spiral Motor",1200,1,piece,1200,1900,0,0,yes,Available
1122899894,"Coffee Beans","Kape Roger 500g","Kape Roger 500g",200,0,each,0,400,0,0,yes,Available
66148562,"Non Dairy Creamer","Kievit Vana Blanca NDC 35c (25kg)","Kievit Vana Blanca NDC 35c (25kg)",3650,0,piece,0,4445,0,0,yes,Available
000123456,"Non Dairy Creamer","Kievit Vana Blanca Non Dairy Creamer 1kg ","Kievit Vana Blanca Non Dairy Creamer 1kg ",146.0201357508,1,kilogram,146.0201357508,220,0,0,yes,Available
675860661,"Microwavables Container","King RE 750 ml -(10pcs)","King RE 750 ml -(10pcs)",74,,each,0,80,0,0,yes,Available
544680955,"Microwavables Container","King Royal RE-750ml (10 pcs)","King Royal RE-750ml (10 pcs)",41.53333,,each,0,76,0,0,yes,Available
8906028580406,Spices/Herbs,"Kitchen King Masala","Kitchen King Masala",97.5,1,each,97.5,150,0,0,yes,Available
289591452,Equipment,"Kitchen Scale","Kitchen Scale",0,,each,0,0,0,0,no,Available
15310293,"Milk Tea Equipments/Supplies","Kliptop Powder Container (1.6Liter)","Kliptop Powder Container (1.6Liter)",35,-6,piece,0,55,0,0,yes,Available
65847954,"Milk Tea Equipments/Supplies","Kliptop Powder Container (2.5 Liter)","Kliptop Powder Container (2.5 Liter)",53.888888888889,16,piece,862.22222222222,65,0,0,yes,Available
882390377,"Baking Supply",KN95,KN95,150,0,each,0,20,0,0,no,Available
21077043,Stocks,"Knox Gelatine 100g","Knox Gelatine 100g",5.46,19,piece,103.74,20,0,0,yes,Available
0043000048672,"Baking Supply","Knox Gelatine 226g","Knox Gelatine 226g",6.46302,0,each,0,25,0,0,yes,Available
85572232,Services,"Label Sticker Glossy (13x15 inches)","Label Sticker Glossy (13x15 inches)",5.3,365,piece,1934.5,100,0,0,yes,Available
737144610,Services,"Label Sticker Transparent (13x15 inches)","Label Sticker Transparent (13x15 inches)",5.9,585,piece,3451.5,100,0,0,yes,Available
65338889,Services,"Layout For Printing","Layout For Printing",0,-1,piece,0,300,0,0,yes,Available
71172491,Services,"Layout Printing","Layout Printing",0,-1,piece,0,300,0,0,yes,Available
30164102,"Sauce Premix","Lechon Manok Mix Sauce (1kg)","Lechon Manok Mix Sauce (1kg)",0,,each,0,205,0,0,yes,Available
13938413,Stocks,"Lemon Squeezer","Lemon Squeezer",2000,0,piece,0,3500,0,0,yes,Available
77968289,Stocks,"Lemon Squeezer (handy)","Lemon Squeezer (handy)",0,,piece,0,0,0,0,yes,Available
1211383940,Equipment,"Long Fries Presser","Long Fries Presser",2800,1,each,2800,4000,0,0,yes,Available
9556111408262,Stocks,"Lysol 340g","Lysol 340g",0,,each,0,0,0,0,yes,Available
802100042,Cheese,"M- Cheezee Cheese Regular ( 900g x 6 )","M- Cheezee Cheese Regular ( 900g x 6 )",240.98,-21,each,0,241,0,0,yes,Available
4805358206045,"Baking Supply","Magnolia Buttercup 200g","Magnolia Buttercup 200g",36.96,0,each,0,42,0,0,yes,Available
1296092452,"Baking Supply","Magnolia Butterlicious 200g","Magnolia Butterlicious 200g",0,,each,0,0,0,0,yes,Available
4805358317031,"Baking Supply","Magnolia Cheezee (165gx48pcs)","Magnolia Cheezee 165g",44,0,each,0,55,0,0,yes,Available
4805358317062,"Baking Supply","Magnolia Cheezee 440gx12","Magnolia Cheezee 440gx12",134.97988209624,20,piece,2699.5976419248,145,0,0,yes,Available
612479897,Stocks,"Magnolia Cheezee 900gx6","Magnolia Cheezee 900gx6",280.56,34,each,9539.04,300,0,0,yes,Available
4805358318083,"Baking Supply","Magnolia Cream Cheese 1kg","Magnolia Cream Cheese 1kg",387.4,0,each,0,430,0,0,yes,Available
4806512230753,"Baking Supply","Magnolia Flour All Purpose 2kg","Magnolia Flour All Purpose 2kg",177.63,0,each,0,205,0,0,yes,Available
83583885,Stocks,"Magnolia Fresh Milk 250ml","Magnolia Fresh Milk 250ml",34.26,0,each,0,45,0,0,yes,Available
37308384,Stocks,"Magnolia Full Cream Milk 1L x12","Magnolia Full Cream Milk 1L x12",78.17,0,piece,0,105,0,0,yes,Available
4805358103047,"Baking Supply","Magnolia Gold Butter Salted 225g","Magnolia Gold Butter Salted 225g",131.09,0,each,0,136,0,0,yes,Available
37943929,Stocks,"Magnolia Mozarella Cheese 1.25kg Repack","Magnolia Mozarella Cheese 1.25kg Repack",416.0625,0,piece,0,465,0,0,yes,Available
286097075,"Baking Supply","Magnolia Mozarella Cheese 10kg","Magnolia Mozarella Cheese 10kg",3328.5,0,each,0,4500,0,0,yes,Available
4805358322783,Stocks,"Magnolia Nacho Sauce 2.5kgx6","Magnolia Nacho Sauce 2.5kgx6",449.13129655737,10,each,4491.3129655737,564,0,0,yes,Available
46149872,"Baking Supply","Magnolia Quickemelt 900g","Magnolia Quickemelt 900g",0,,each,0,0,0,0,yes,Available
440371801,"Baking Supply","Magnolia Quickmelt 440g","Magnolia Quickmelt 440g",0,,each,0,0,0,0,yes,Available
1206965762,Flour,"Makki Atta Corn Flour","Makki Atta Corn Flour",100,,each,0,130,0,0,yes,Available
16409033,"Non Dairy Creamer","Malaysian Non Dairy Creamer 1kg","Malaysian Non Dairy Creamer 1kg",141.53031670207,-17,piece,0,215,0,0,yes,Available
06520755,Stocks,"Malaysian Original Blue Sacks NDC 25kg","Malaysian Original Blue Sacks NDC 25kg",3423.0545634618,19,piece,65038.036705774,4395,0,0,yes,Available
1104383714,Syrups,"Mango Concentrated Syrup (gallon)","Mango Concentrated Syrup (gallon)",0,,each,0,0,0,0,yes,Available
74144723,Services,"Mario Charge Fee (Per Box)","Mario Charge Fee (Per Box)",0,-6966,piece,0,25,0,0,yes,Available
8003180002507,"Whipping Cream","Master Martini Monna Lisa (Whipping Cream) 1.1kg","Master Martini Monna Lisa (Whipping Cream) 1.1kg",178.57145833,35,each,6250.00104155,245,0,0,yes,Available
59349778,"Coffee Sauces &amp; Syrups","Maulin Caramel Syrup (1.3kg/12bott)","Maulin Caramel Syrup1.3kg/12bott)",405.6,2,piece,811.2,550,0,0,yes,Available
78720817,"Coffee Sauces &amp; Syrups","Maulin Hazelnut Syrup (1.3kg/12bott)","Maulin Hazelnut Syrup (1.3kg/12bott)",405,0,piece,0,500,0,0,yes,Available
43693375,"Coffee Sauces &amp; Syrups","Maulin Vanilla Syrup (1.3kg/12bott)","Maulin Vanilla Syrup (1.3kg/12bott)",405,0,piece,0,500,0,0,yes,Available
53814807,Stocks,"Mayfair White Chocolate 500g ","Mayfair White Chocolate 500g 
",78.4,16,piece,1254.4,120,0,0,yes,Available
86221238,Stocks,"Mayfair White Chocolate Bar 5kg","Mayfair White Chocolate Bar 5kg",784,0,piece,0,1020,0,0,yes,Available
0052100079288,Stocks,"Mc Chili Con Carne Mix 45gx24","Mc Chili Con Carne Mix 45gx24",33.95,48,each,1629.6,45,0,0,yes,Available
515842305,Stocks,"Mc Cumin Seed Ground (shaker) 30g","Mc Cumin Seed Ground (shaker) 30g",50.15,0,each,0,65,0,0,yes,Available
07452284,Stocks,"Mc Hickory smoked","Mc Hickory smoked",0,0,each,0,60,0,0,yes,Available
0052100009209,Stocks,"Mc Red Cayenne Pepper (shaker) 26g","Mc Red Cayenne Pepper (shaker) 26g",45.95,0,each,0,60,0,0,yes,Available
0052100710716,Spices/Herbs,"Mccormick Cinnamon  Ground 1kg","Mccormick Cinnamon  Ground 1kg",0,5,each,0,640,0,0,yes,Available
8902167000218,Spices/Herbs,"MDH Chicken Curry","MDH Chicken Curry",97.5,1,each,97.5,150,0,0,yes,Available
8902167000263,Spices/Herbs,"MDH Curry Masala","MDH Curry Masala",97.5,2,each,195,150,0,0,yes,Available
585529014,Spices/Herbs,"MDH Garam Masala","MDH Garam Masala",97.5,,each,0,150,0,0,yes,Available
699076176,Spices/Herbs,"MDH Tandoori Masala","MDH Tandoori Masala",97.5,,each,0,150,0,0,yes,Available
75158071,Stocks,"Meadow Fresh Promo (2pcs For 100pesos)","Meadow Fresh Promo (2pcs For 100pesos) ",60,0,piece,0,50,0,0,yes,Available
9415522285001,"Baking Supply","Meadow Fresh Pure Milk (1liter)","Meadow Fresh Pure Milk (1liter)",61.241729157477,2,piece,122.48345831495,75,0,0,yes,Available
152214910,"Milk Tea Equipments/Supplies","Measuring Spoon Set (6 spoons)","Measuring Spoon Set (6 spoons)",50,-1,piece,0,70,0,0,yes,Available
4805358323100,"Baking Supply","Mgn Quickmelt 1.9kgx6","Mgn Quickmelt 1.9kg",607.74,0,piece,0,740,0,0,yes,Available
194439975,Equipment,"Miken Ice Cream Machine","Miken Ice Cream Machine",0,,each,0,0,0,0,yes,Available
6935133602101,"Fruit Syrups &amp; Purees","Milin Blueberry Fruit Syrup 2.5kg","Milin Blueberry Fruit Syrup 2.5kg",201.47058823529,4,piece,805.88235294116,325,0,0,yes,Available
80880493,"Toppings &amp; Sinkers","Milin Fruit Rainbow Jelly 2.5kg","Milin Fruit Rainbow Jelly 2.5kg",206.91748350311,6,piece,1241.5049010187,325,0,0,yes,Available
6935133602026,"Fruit Syrups &amp; Purees","Milin Green Apple Fruit Syrup 2.5kg","Milin Green Apple Fruit Syrup 2.5kg",226.08547008547,7,piece,1582.5982905983,325,0,0,yes,Available
36080137,"Fruit Syrups &amp; Purees","Milin Honey Peach Fruit Syrup 2.5kg","Milin Honey Peach Fruit Syrup 2.5kg",234,0,piece,0,315,0,0,yes,Available
6935133602033,"Fruit Syrups &amp; Purees","Milin Lemon Syrup 2.5L","Milin Lemon Syrup 2.5L",201.92088105132,20,piece,4038.4176210264,365,0,0,yes,Available
50723386,"Fruit Syrups &amp; Purees","Milin Lychee Fruit Syrup 2.5kg","Milin Lychee Fruit Syrup 2.5kg",211.20879120879,6,piece,1267.2527472527,325,0,0,yes,Available
6935133600008,"Toppings &amp; Sinkers","Milin Nata De Coco 1kgx20pouch","Milin Nata De Coco 1kgx20pouch",75.252682560161,33,piece,2483.3385244853,145,0,0,yes,Available
09388017,"Toppings &amp; Sinkers","Milin Nata de coco 2.5kg","Milin Nata de coco 2.5kg",209.35695029327,6,piece,1256.1417017596,325,0,0,yes,Available
55647373,"Fruit Syrups &amp; Purees","Milin Passion Fruit Syrup 2.5kg","Milin Passion Fruit Syrup 2.5kg",191.96428571428,4,piece,767.85714285712,315,0,0,yes,Available
14548512,Stocks,"Milin Strawberry Fruit Syrup 2.5kg","Milin Strawberry Fruit Syrup 2.5kg",203.93812070283,8,piece,1631.5049656226,325,0,0,yes,Available
584605213,"Dairy Products","Milk Lab - Dairy Milk 1L x 12","Milk Lab - Dairy Milk 1L x 12",65,0,each,0,75,0,0,yes,Available
222333,"Milk Tea Equipments/Supplies","Milk Tea Barrel (10L)","Milk Tea Barrel (10L)",1063.3333333333,1,piece,1063.3333333333,1300,0,0,yes,Available
876066910,"Milk Tea Equipments/Supplies","Milk Tea Barrel (12L)","Milk Tea Barrel (12L)",917.5925925926,0,piece,0,1400,0,0,yes,Available
33321,"Milk Tea Equipments/Supplies","Milk Tea Barrel (8L)","Milk Tea Barrel (8L)",856.66666666667,2,piece,1713.3333333333,1135,0,0,yes,Available
24884167,"Milk Tea Equipments/Supplies","Milk Tea Cup Rack Holder (2 lines)","Milk Tea Cup Rack Holder (2 lines)",230,2,piece,460,465,0,0,yes,Available
93775809,"Milk Tea Equipments/Supplies","Milk Tea Cup Rack Holder (4 lines)","Milk Tea Cup Rack Holder (4 lines)",611.66666666667,3,piece,1835,1000,0,0,yes,Available
1255525549,Equipment,"Mill Grinder ( BY-800 )","Mill Grinder ( BY-800 )",0,,each,0,0,0,0,no,Available
43378470,"Mixer Puree","Mixer Puree - Blueberry (1Liter)","Mixer Puree - Blueberry (1Liter)",602,3,each,1806,670,0,0,yes,Available
8015817001241,"Mixer Puree","Mixer Puree - Forest Fruit ( 1Liter)","Mixer Puree - Forest Fruit ( 1Liter)",602,1,each,602,670,0,0,yes,Available
706024764,"Mixer Puree","Mixer Puree - Lychee (1Liter)","Mixer Puree - Lychee (1Liter)",602,,each,0,670,0,0,yes,Available
323571254,"Savoroso Products","Mixer Puree - Mango (1Liter)","Mixer Puree - Mango (1Liter)",602,,each,0,670,0,0,yes,Available
124070457,"Mixer Puree","Mixer Puree - Melon (1Liter)","Mixer Puree - Melon (1Liter)",602,,each,0,670,0,0,yes,Available
8015817001074,"Mixer Puree","Mixer Puree - Peach (1Liter)","Mixer Puree - Peach (1Liter)",602,4,each,2408,670,0,0,yes,Available
582034637,"Mixer Puree","Mixer Puree - Pineapple (1Liter)","Mixer Puree - Pineapple (1Liter)",602,5,each,3010,670,0,0,yes,Available
8015817001418,"Mixer Puree","Mixer Puree - Yuzu (1Liter)","Mixer Puree - Yuzu (1Liter)",665,10,each,6650,790,0,0,yes,Available
650837711,"Mixer Puree","Mixer Puree Strawberry (1Liter)","Mixer Puree Strawberry (1Liter)",602,,each,0,670,0,0,yes,Available
1109846188,"Giffard Syrup","Monin - Peach (1 Liter)","Monin - Peach (1 Liter)",504,,each,0,630,0,0,yes,Available
323129436,"Giffard Syrup","Monin - Raspberry (1 Liter)","Monin - Raspberry (1 Liter)",504,,each,0,630,0,0,yes,Available
809289622,"Giffard Syrup","Monin - Toffeenut (1Liter)","Monin - Toffeenut (1Liter)",504,,each,0,630,0,0,yes,Available
750515021372,"Baking Supply","MY San Crushed Graham 1kgx12","MY San Crushed Graham 1kgx12",189.15,41,each,7755.15,225,0,0,yes,Available
84928016,"Baking Supply","MY San Honey Crushed Grahams 200g","MY San Honey Crushed Grahams 200g",35.259177647562,0,each,0,42,0,0,yes,Available
24489102,"Baking Supply","MY San Honey Graham Crackers  (200g)","MY San Honey Graham Crackers  (200g)",31.839469,0,each,0,45,0,0,yes,Available
1024615527,"Manila Bambi Products","Nacho Chips (500gx16)","Nacho Chips (500g)",120,122,pack,14640,200,0,0,yes,Available
556168216,Trays,"Nacho Tray Medium Bs (25 pcs)","Nacho Tray Medium Bs (25 pcs)",45.97491,-1,each,0,100,0,0,yes,Available
955932950,"Baking Supply","Nestle All Purpose Cream 1Lit","Nestle All Purpose Cream 1Lit",0,,each,0,0,0,0,yes,Available
20604773,Charger,"Nitrogen Shot Charger Injoy","Nitrogen Shot Charger Injoy",23.433536597859,225,each,5272.5457345183,50,0,0,yes,Available
9300698500181,"Baking Supply","Nutella Spread in a Jar (900g)","Nutella Spread in a Jar (900g)",429,0,piece,0,560,0,0,yes,Available
501623807,Spices/Herbs,"Oregano Powder 100g","Oregano Powder 100g",0,0,each,0,85,0,0,yes,Available
4893049150142,"Toppings &amp; Sinkers","Oreo Small Crushed Cookie (454gx24pcs)","Oreo Small Crushed Cookie (454gx24pcs)",157.02488299083,105,piece,16487.612714037,195,0,0,yes,Available
47154003,"YLK Cones","Oriental Cones (882pcs)","Oriental Cones (882pcs)",400,,each,0,600,0,0,yes,Available
895725240,Bottles,"Otso Bottle B11 (350ml)","Otso Bottle B11/B17 (350ml)
",6.7,-1,each,0,15,0,0,yes,Available
8916685,Bottles,"Otso Bottle B13 (500ml)","Otso Bottle B13 (500ml)",7.732,294,each,2273.208,17,0,0,yes,Available
369962117,Bottles,"Otso Bottles B10 (300ml)","Otso Bottles B10 (300ml)",6.419,0,each,0,10,0,0,yes,Available
1066467718,Equipment,"Otto Blender Machine","Otto Blender Machine",0,,each,0,0,0,0,no,Available
611074113,Equipment,Oven,Oven,0,0,each,0,0,0,0,yes,Available
890865245,Equipment,"Palamig Container with laddle","Palamig Container with laddle",1240,1,each,1240,1500,0,0,yes,Available
273485187,"Jugs and Containers","Palamig Laddle","Palamig Laddle",18,-7,each,0,50,0,0,no,Available
45262135,Stocks,"Paper Juice Straw w/cover 197mm","Paper Juice Straw w/cover 197mm",30,,piece,0,40,0,0,yes,Available
1165756216,"Container Jars","Peanut Jar Large Red (50pcs)","Peanut Jar Large Red",5.2,,each,0,0,0,0,yes,Available
14258663,"Container Jars","Peanut Jar Mediuml Orange (50pcs)","Peanut Jar Mediuml Orange",4.2,,each,0,0,0,0,yes,Available
830255882,"Container Jars","Peanut Jar Small Orange (100pcs)","Peanut Jar Small Orange",3.1,,each,0,0,0,0,yes,Available
4809010381262,"Baking Supply","Peotraco Powdered Sugar 2kg","Peotraco Powdered Sugar 2kg",143.75,0,each,0,175,0,0,yes,Available
630393598,"Plastic Cups/Lids","Pet Bottle 330ml (284pcs )","Pet Bottle 330ml (284pcs )",0,,each,0,0,0,0,no,Available
85833139,Equipment,"Pita Machine","Pita Machine",0,,each,0,0,0,0,no,Available
1164149606,"Paper Cups","Plain Bowl 120cc ( 50pcsx20packs)","Plain Bowl 120cc ( 50pcs)",27.5,82,each,2255,45,0,0,yes,Available
699277002,"Paper Cups","Plain Bowl 220cc (100pcs)","Plain Bowl 220cc (100pcs)",0,0,each,0,0,0,0,no,Available
669112899,"Paper Cups","Plain Cups 12oz (50pcs)","Plain Cups 12oz (50pcs)",0,0,each,0,0,0,0,yes,Available
547894175,"Paper Cups","Plain Cups 16oz (50pcs)","Plain Cups 16oz (50pcs)",0,,each,0,0,0,0,yes,Available
311602009,"Paper Cups","Plain Cups 22 oz (50pcs)","Plain Cups 22 oz (50pcs)",0,,each,0,0,0,0,yes,Available
